r
0
1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
20
21
22
23
24
25
26
27
28
29
30
31
32
33
34
35
36
37
38
39
40
41
42
43
44
45
46
47
48
49
50
51
52
53
54
55
56
57
58
59
60
61
62
63
64
63
62
61
60
59
58
57
56
55
54
53
52
51
50
49
48
47
46
45
44
43
42
41
40
39
38
37
36
35
34
33
32
31
30
29
28
27
26
25
24
23
22
21
20
19
18
17
16
15
14
13
12
11
10
9
8
7
6
5
4
3
2
1
1
1.4142135623730951
2.23606797749979
3.1622776601683795
4.123105625617661
5.0990195135927845
6.082762530298219
7.0710678118654755
8.06225774829855
9.055385138137417
10.04987562112089
11.045361017187261
12.041594578792296
13.038404810405298
14.035668847618199
15.033296378372908
16.0312195418814
17.029386365926403
18.027756377319946
19.026297590440446
20.024984394500787
21.02379604162864
22.02271554554524
23.021728866442675
24.020824298928627
25.019992006393608
26.019223662515376
27.018512172212592
28.0178514522438
29.017236257093817
30.01666203960727
31.016124838541646
32.01562118716424
33.015148038438355
34.0147027033899
35.014282800023196
36.013886210738214
37.013511046643494
38.01315561749642
39.01281840626232
40.01249804748511
41.012193308819754
42.01190307520001
43.01162633521314
44.01136216933077
45.0111097397076
46.010868281309364
47.01063709417264
48.010415536631214
49.01020301937138
50.00999900019995
51.0098029794274
52.009614495783374
53.009433122794285
54.00925846556311
55.00909015790027
56.00892785976178
57.0087712549569
58.008620049092706
59.00847396772772
60.00833275470999
61.00819617067857
62.00806399170998
63.00793600809346
64.00781202322104
65.00769185258002
66.007575322837
67.00746227100382
68.00735254367721
69.00724599634447
70.00714249274856
71.00704190430693
72.00694410957877
73.00684899377592
74.00675644831355
75.0066663703967
76.00657866263946
77.00649323271382
78.00640999302557
79.00632886041473
80.00624975587844
81.00617260431454
82.00609733428362
83.00602387778854
84.00595217006948
85.00588214941364
86.00581375697809
87.00574693662483
88.0056816347672
89.00561780022652
90.00555538409837
91.00549433962765
92.00543462209176
93.00537618869137
94.00531899844816
95.00526301210897
96.00520819205592
97.0051545022222
98.00510190801293
99.00505037623081
100.00499987500625
101.00495037373169
102.00490184299969
103.00485425454472
104.00480758118829
105.00476179678711
106.00471687618433
107.00467279516349
108.00462953040486
109.00458705944443
110.00454536063498
111.00450441310929
112.0044641967453
113.00442469213318
114.00438588054409
115.00434774390054
116.00431026474836
117.00427342623003
118.00423721205946
119.00420160649792
120.00416659433121
121.00413216084813
122.00409829181969
123.00406497347964
124.00403219250575
125.00399993600205
126.00396819148197
127.00393694685216
2
2.23606797749979
2.8284271247461903
3.605551275463989
4.47213595499958
5.385164807134504
6.324555320336759
7.280109889280518
8.246211251235321
9.219544457292887
10.198039027185569
11.180339887498949
12.165525060596439
13.152946437965905
14.142135623730951
15.132745950421556
16.1245154965971
17.11724276862369
18.110770276274835
19.1049731745428
20.09975124224178
